connection,attention,meditation,delta, theta, low alpha, high alpha, low beta, high beta, low gamma, high gamma, id
26,20,80,145460,27020,5500,14786,9419,14156,11231,7617,0
26,20,80,442641,547801,61301,104336,61722,51264,71520,15313,0
26,20,80,76678,73361,7969,20210,58272,10374,11480,26607,0
26,20,80,644335,299386,82860,225746,81971,50764,40145,36103,0
26,20,80,859525,171183,131516,114672,70563,55368,60987,53010,0
26,20,80,608105,466398,183400,261204,81350,48667,45120,23190,0
26,20,80,545982,412327,203274,156568,81605,81154,34710,19898,0
26,20,80,1291565,1739107,260810,86635,86594,36301,21902,27913,0
26,20,80,274052,55774,16331,54502,18800,16797,9875,7657,0
26,20,80,704857,397874,64889,157571,84294,75495,52238,25544,0
26,20,80,28888,35125,3786,16767,8555,17202,8884,4283,0
26,20,80,22166,56346,2923,215,3417,1207,568,949,0
26,20,80,120210,468167,137049,112059,126128,89605,55412,28542,0
26,20,80,6977,4314,1803,10289,4662,19526,11301,9789,0
26,20,80,261114,450882,110886,208049,81129,102084,29548,40504,0
26,20,80,1820169,686729,180050,115741,30468,94928,28631,28722,0
26,20,80,534140,476381,318434,122788,53247,72768,46925,23031,0
26,20,80,923883,335294,250352,94968,81136,120690,47574,36941,0
26,20,80,498504,455235,60493,150053,5769,28789,38361,26567,0
26,20,80,872905,122072,113188,151667,92066,71830,29657,35468,0
26,20,80,633162,163749,79186,90294,74874,94845,21455,26977,0
26,20,80,820754,799604,218180,54322,98263,23005,25467,18785,0
26,20,80,690608,148689,17471,153043,46615,28203,29030,29426,0
26,20,80,667842,278293,19343,177569,17372,48997,41441,27571,0
26,20,80,2985729,262349,18916,72676,66404,48627,61459,38387,0
26,20,80,349605,648217,322940,169520,155389,66694,37487,47938,0
26,20,80,821726,311344,49608,22851,127128,97114,33961,35774,0
26,20,80,571698,31199,15013,217733,18252,29989,36664,32584,0
26,20,80,114724,20678,27034,38078,15729,18983,8107,5807,0
26,20,80,444404,570967,251384,206047,73821,58651,38137,13038,0
26,20,80,288761,422656,226937,147801,91319,70598,29042,59240,0
26,20,80,968865,338210,55084,44962,31907,102341,88770,57265,0
26,20,80,527324,555457,165766,87830,32471,66686,46725,23676,0
26,20,80,60338,370485,6788,49818,2781,20513,12346,9251,0
26,20,80,973262,253349,37032,54910,66469,96911,50921,37618,0
26,20,80,498614,401714,75178,78589,48319,42931,93931,29491,0
26,20,80,84690,55214,8965,26408,13038,9060,16662,9705,0
26,20,80,620744,382858,120281,152843,37065,64942,50427,58305,0
26,20,80,1786910,413028,124234,150495,29959,53335,33852,37052,0
26,20,80,1008415,194525,13243,19924,64249,29922,37406,9212,0
26,20,80,810034,452282,283232,71198,25537,44574,45036,32734,0
26,20,80,966017,384740,102330,229591,72993,49782,71614,55805,0
26,20,80,1258835,206091,36231,330112,22445,68171,37841,46716,0
26,20,80,898545,542817,80981,81722,69905,76274,49792,30317,0
26,20,80,68853,9933,5322,39243,3899,11491,15014,4013,0
26,20,80,406196,503429,89135,122609,44421,61903,87914,41135,0
26,20,80,1155411,351493,38456,69762,32669,64490,41743,48503,0
26,20,80,1099177,375852,358331,186809,100489,40718,53150,47705,0
26,20,80,64785,20601,9516,23149,4027,11404,12000,5973,0
26,20,80,3293649,721090,576093,606946,53547,223944,112898,70697,0
26,20,80,1131131,226020,51878,148389,34458,64831,40820,27519,0
26,20,80,929358,52835,4441,82448,35832,33998,46405,44114,0
26,20,80,414436,65049,62418,101028,23875,40957,22058,17246,0
26,20,80,360542,212608,24443,109817,19572,42541,36784,33352,0
26,20,80,292332,450134,64579,262089,69184,47718,52242,16137,0
26,20,80,273802,37376,26569,40588,7529,21412,8357,16118,0
26,20,80,39614,32720,13037,16662,3450,11725,6744,5114,0
26,20,80,674216,351464,66566,202054,19285,88338,70221,31734,0
26,20,80,49485,198559,21243,44119,27578,17009,8964,5322,0
26,20,80,91082,78546,20894,30773,17640,23627,12411,9009,0
26,20,80,1257000,104832,40233,94644,13958,40012,39450,18001,0
26,20,80,588646,951596,45708,134233,17654,59247,18443,20398,0
26,20,80,525151,288615,131602,174794,32798,88674,47528,13116,0
26,20,80,723623,226975,36238,146620,29941,32052,15242,6326,0
26,20,80,71074,233330,22931,97504,13635,34029,48969,15320,0
26,20,80,190400,49651,53876,80934,15012,115280,52924,15217,0
26,20,80,733112,1538316,173817,158896,66703,74586,40681,61841,0
26,20,80,65477,48205,6663,44360,21361,23444,7344,7482,0
26,20,80,1815412,530559,18216,306561,50341,268802,466508,48951,0
26,20,80,35645,10411,7396,30005,8034,12039,7445,10167,0
26,20,80,1411201,218321,198923,150912,169403,65634,78397,27733,0
26,20,80,152994,54479,18798,21615,14946,22738,8763,11869,0
26,20,80,450577,211565,47609,54844,34669,28687,82691,10545,0
26,20,80,851179,249526,44121,122205,27291,36887,20639,6826,0
26,20,80,1290263,545207,67111,110567,34080,47644,18716,29055,0
26,20,80,881155,103149,46343,31537,11892,16044,10413,8396,0
26,20,80,1784391,1390060,83973,94025,157978,340756,316630,107202,0
26,20,80,500948,94550,40455,44793,39977,66567,30961,29806,0
26,20,80,63283,12046,9769,25778,3859,9991,5449,5180,0
26,20,80,82951,69940,42356,41996,16705,20220,7288,15771,0
26,20,80,778008,289110,62823,31108,65556,81397,77024,17691,0
26,20,80,407109,152671,26716,58041,27722,64482,77919,18694,0
26,20,80,1101984,71171,39810,41845,51252,91378,63199,19886,0
26,20,80,1216937,1334758,95859,306740,18025,58132,38467,45530,0
26,20,80,208540,438123,52050,5465,24063,15843,5865,10970,0
26,20,80,698907,182134,37963,39674,171942,52063,40859,12154,0
26,20,80,295981,232210,16219,41956,33841,22709,15428,15661,0
26,20,80,38131,35398,5728,22335,6819,10672,11796,3134,0
26,20,80,81600,164107,61001,57272,22031,21360,10298,6810,0
26,20,80,493724,120786,86256,111816,13767,65704,86083,22286,0
26,20,80,20801,10094,2442,29078,6411,11133,5633,9484,0
26,20,80,500224,216980,64276,62533,18598,20350,51926,18193,0
26,20,80,1408138,1593371,127317,40125,59628,69503,59913,36942,0
26,20,80,1632505,563016,127782,109854,107616,53789,48061,17038,0
26,20,80,597944,246320,54510,63458,31053,56160,60077,25771,0
26,20,80,1587183,169981,111689,31194,30615,46793,38702,25888,0
26,20,80,71238,89785,3812,14578,5993,20671,3521,7410,0
26,20,80,1658268,569014,38563,59276,50059,33068,56846,51949,0
26,20,80,445334,59590,6111,50787,10786,23195,22098,7341,0
26,20,80,574920,71570,17190,190140,3947,22529,7589,27160,0
26,20,80,796144,265262,39152,38569,56794,97354,54830,51563,0
26,20,80,1201218,200064,45163,41207,43105,47873,62277,20708,0
26,20,80,490306,82825,62905,354208,55298,44163,69823,13338,0
26,20,80,507876,143602,29979,276309,32718,61729,18114,9563,0
26,20,80,1012160,257006,21679,103669,37025,55437,79888,32894,0
26,20,80,212979,68962,10249,21213,9525,11039,3802,3835,0
26,20,80,713390,257098,36370,70936,36780,25200,33545,18779,0
26,20,80,1868558,1393869,451063,292422,132520,167495,88749,32745,0
26,20,80,938446,50300,61598,118710,6689,41635,24806,17167,0
26,20,80,722137,332748,84202,30798,101026,24294,101507,29784,0
26,20,80,2910042,624313,641293,484374,227804,205208,227909,119679,0
26,20,80,86867,41616,9027,17198,8642,14301,14156,3489,0
26,20,80,806900,75578,11343,154837,10821,25393,34264,14379,0
26,20,80,526451,277970,28636,22916,85277,104153,95347,13652,0
26,20,80,268068,233593,4188,114618,5859,20054,26866,6491,0
26,20,80,2286394,985638,169758,459982,79343,159930,30377,23682,0
26,20,80,833737,805278,134981,100226,26953,82409,49662,30595,0
26,20,80,422012,179719,65974,61317,30815,103053,101513,26015,0
26,20,80,800704,205593,17494,67894,44574,140417,39547,18421,0
26,20,80,1059227,163009,31604,168897,14176,27209,15836,22518,0
26,20,80,187154,43035,3700,14293,5795,10581,14922,5098,0
26,20,80,3421819,542395,126335,125575,60051,93105,36561,29253,0
26,20,80,78415,23236,8966,16189,3303,18144,11288,6667,0
26,20,80,2329272,369165,152845,608732,49931,75978,77351,21772,0
26,20,80,1496922,1128740,52314,360718,140998,201454,99653,47572,0
26,20,80,546843,1665015,133618,111972,39110,84726,35485,30522,0
26,20,80,614620,45887,4850,132876,11331,51136,59865,20454,0
26,20,80,88432,8818,6096,18892,20746,7866,18167,6214,0
26,20,80,376653,142768,426,83222,7146,59024,11381,10187,0
26,20,80,139403,219658,14388,15043,15192,14786,30358,8550,0
26,20,80,200280,73512,3786,39915,6843,10907,6699,6502,0
26,20,80,508352,284490,41585,69578,23225,32197,21121,11035,0
26,20,80,160152,287488,45002,78068,2359,93003,5091,12894,0
26,20,80,1322421,516918,54615,78735,59209,99464,32364,34330,0
26,20,80,762237,259127,28261,39812,154629,89049,76346,13788,0
26,20,80,2692058,1151786,80527,237057,47972,195257,37761,30779,0
26,20,80,47872,47148,4459,18619,4144,3473,5952,2568,0
26,20,80,710940,248101,48407,37730,51747,25519,52486,13993,0
26,20,80,1110645,1223816,56024,61740,41976,96626,30600,29961,0
26,20,80,843077,101716,110732,46361,64510,37733,59272,46616,0
26,20,80,1005886,204770,16598,42864,18347,59574,42479,19529,0
26,20,80,584283,58629,6820,103297,59585,44711,25220,21098,0
26,20,80,282586,53192,16437,9582,4786,17040,12946,10974,0
26,20,80,1977102,1589991,147201,275350,144123,183574,149825,15329,0
26,20,80,537997,203484,63003,57243,39504,38709,18872,6652,0
26,20,80,54225,65369,2085,14818,3025,9233,4267,2138,0
26,20,80,174675,216439,53945,73174,25929,73773,5365,10026,0
26,20,80,465878,121166,35451,28088,40129,27917,5303,12450,0
26,20,80,859998,165333,17773,97056,23878,67486,36377,16187,0
26,20,80,830213,904429,170525,226458,18850,116621,170207,28883,0
26,20,80,26750,5278,8562,4672,11889,6476,9317,4828,0
26,20,80,1422506,485979,172937,141551,46391,56841,28116,38624,0
26,20,80,59815,36302,9439,20589,6623,7110,6963,1973,0
26,20,80,343550,136977,8100,90787,1896,19956,21242,12079,0
26,20,80,62551,68451,4727,17907,3419,6142,2790,6487,0
26,20,80,338493,63042,10650,30846,33838,33353,31232,20586,0
26,20,80,139531,45796,12994,16951,9233,9863,4918,9019,0
26,20,80,652938,262397,62798,79260,35769,63761,38478,9799,0
26,20,80,30984,50507,2585,16293,1576,8019,2041,2103,0
26,20,80,59588,37355,6550,18586,10610,8234,10571,3331,0
26,20,80,918970,297459,48169,45210,50865,33066,20609,8017,0
26,20,80,155154,102999,39324,18287,2531,10086,14215,5786,0
26,20,80,143158,23778,2775,16249,7256,10706,17339,8276,0
26,20,80,76698,65006,10723,31926,6598,7801,3983,2009,0
26,20,80,512612,256735,30383,91488,15638,35597,51214,14601,0
26,20,80,419463,434875,141645,56519,58447,167246,50209,40428,0
26,20,80,22895,27828,3612,45341,13237,17298,6780,6515,0
26,20,80,1691363,167528,29474,34472,79793,94365,72752,37772,0
26,20,80,71672,8486,13224,19529,2248,6562,4902,2591,0
26,20,80,115964,267363,20681,59803,3225,61160,4561,9923,0
26,20,80,939068,254874,62319,100559,51353,60297,49142,32046,0
26,20,80,796717,71189,33599,101560,9972,40287,39380,10178,0
26,20,80,426614,135567,30812,85615,14888,36415,14846,12041,0
26,20,80,89790,196870,14384,89020,3425,98386,2592,5461,0
26,20,80,924653,216551,116212,30213,116683,52862,128459,16262,0
26,20,80,82719,35915,10469,6442,16329,9265,16161,7666,0
26,20,80,48172,39522,5888,12388,4880,9460,6141,1977,0
26,20,80,27357,14027,7337,18896,4740,11608,7041,5340,0
26,20,80,2061150,459016,172347,132901,29476,53528,45085,32470,0
26,20,80,94587,159314,3481,76524,7016,74365,6511,4960,0
26,20,80,12561,14805,833,25823,1196,5788,4677,2250,0
26,20,80,90123,16739,4596,15822,6234,7855,11215,3519,0
26,20,80,111758,119512,10430,19510,18152,37700,8793,7378,0
26,20,80,15574,29440,3178,25036,10280,9853,12589,2881,0
26,20,80,504655,80116,2597,21481,38230,12238,17590,8776,0
26,20,80,42902,51024,2490,30571,1514,16295,426,1289,0
26,20,80,440537,103698,52034,118400,20601,31742,30622,7866,0
26,20,80,75366,24570,9292,26632,5615,13793,13097,3276,0
26,20,80,1340111,161583,30701,59101,8948,22644,45063,23013,0
26,20,80,321808,168791,8999,44949,16054,22718,31915,19691,0
26,20,80,1003388,828668,134834,53759,30786,24463,15037,10178,0
26,20,80,365552,527071,66631,114375,46426,66488,58690,16102,0
26,20,80,508860,245518,44971,44980,38317,38319,58824,32005,0
26,20,80,167837,139929,11453,96059,11897,19249,28988,17218,0
26,20,80,47105,23382,6810,21230,2389,13923,2541,4193,0
26,20,80,121329,22953,5825,7553,10704,6949,8743,3669,0
26,20,80,108265,7877,17871,30920,6034,9298,8943,3485,0
26,20,80,223380,14860,5853,22177,3518,13332,9057,8758,0
26,20,80,226268,102762,5938,153933,9399,25492,38397,8863,0
26,20,80,565755,326059,68345,169794,66790,41204,41505,33804,0
26,20,80,722014,104391,16731,7518,5337,13952,14346,10945,0
26,20,80,834942,138237,20020,13462,22746,8607,9397,5708,0
26,20,80,465921,132387,49494,97194,36155,45535,34821,25137,0
26,20,80,30731,21091,16418,16005,13624,17566,5718,8579,0
26,20,80,135503,196461,47913,16503,14695,15337,8554,17694,0
26,20,80,111291,370871,17575,20744,14904,19094,8186,9545,0
26,20,80,116073,40608,9623,21122,2641,7406,9801,4951,0
26,20,80,703577,131959,43496,47326,23310,85747,84776,28235,0
26,20,80,637278,346982,37285,97366,49273,18942,59508,10337,0
26,20,80,803188,403238,56693,66104,18454,47701,20562,43936,0
26,20,80,396860,197755,183656,105772,73502,53473,59267,37873,0
26,20,80,1789241,181718,161588,119037,42089,128492,37170,81943,0
26,20,80,338919,242570,15315,63657,6338,20583,38109,6576,0
26,20,80,530532,112198,18917,62980,3760,82854,5907,6992,0
26,20,80,315062,816100,193333,37273,51252,37837,28721,23155,0
26,20,80,861373,298312,81656,183596,80660,45968,33935,14425,0
26,20,80,379709,105754,65119,85695,26643,59287,33391,65457,0
26,20,80,912894,597690,284535,46735,57116,39976,39030,49241,0
26,20,80,17256,2458,6462,3336,3677,7008,1824,5001,0
26,20,80,535562,157203,23329,96875,17242,26990,51567,14361,0
26,20,80,510029,66347,45051,149961,12305,50295,9141,14231,0
26,20,80,60412,87380,4566,13820,1242,8166,11712,3419,0
26,20,80,1295208,288679,26450,390935,27653,135666,73885,107062,0
26,20,80,423325,168953,10119,15159,14671,19212,3956,14569,0
26,20,80,1032608,188251,57436,209411,18274,35643,21543,11304,0
26,20,80,162133,335176,8923,104590,10786,34920,21750,5641,0
26,20,80,604290,274157,24139,98630,72903,18221,86019,13528,0
26,20,80,260553,770763,60693,177716,115844,125537,39737,49876,0
26,20,80,1094063,118628,39645,92388,21523,35863,44619,8276,0
26,20,80,513313,270079,46009,79829,43327,43678,24393,13331,0
26,20,80,166373,13274,11128,12769,13272,7169,15859,3475,0
26,20,80,1327542,553315,46889,24768,30023,58949,34405,29244,0
26,20,80,2200269,588992,58648,50588,37318,80818,20996,48114,0
26,20,80,1160739,572065,94757,140956,34407,39568,10293,19775,0
26,20,80,372334,177298,20672,29504,18654,22111,17774,11559,0
26,20,80,124121,176035,4496,111227,8203,33303,21214,9999,0
26,20,80,89476,183369,46433,64483,8216,13909,15587,9902,0
26,20,80,909792,107895,62223,64580,27113,43520,52753,24319,0
26,20,80,45770,77819,3114,21064,3360,16591,1314,1639,0
26,20,80,356974,170793,31414,122822,9881,92325,8341,5297,0
26,20,80,1315139,98404,16058,54884,23385,87394,32477,41042,0
26,20,80,571994,98641,9821,34172,11170,17418,13351,12398,0
26,20,80,149229,58420,2953,38910,4237,8944,15428,5339,0
26,20,80,436955,219113,10594,97002,23950,15029,25795,18571,0
26,20,80,82770,28666,6091,13686,13450,13927,5980,6903,0
26,20,80,811073,152228,10870,31732,3975,13037,3349,6105,0
26,20,80,806123,167533,31679,51937,26652,55709,55557,47484,0
26,20,80,62014,37679,6477,24230,1996,6490,12111,1817,0
26,20,80,625512,65710,7131,41411,19724,30214,29608,12632,0
26,20,80,1958215,592204,246048,21176,42652,62159,29284,35272,0
26,20,80,919371,1575474,80518,33875,100601,35759,60793,42669,0
26,20,80,1307753,285071,39539,140199,42597,22882,20138,47350,0
26,20,80,794084,239017,9636,54911,8853,49451,53712,10206,0
26,20,80,390652,86840,11932,71418,33849,14384,24740,16869,0
26,20,80,278950,248398,28216,14170,10693,11145,6476,10079,0
26,20,80,887311,167626,70425,58283,75629,94838,85603,23007,0
26,20,80,354825,243012,53336,52648,22605,32923,18283,9048,0
26,20,80,657677,160013,20841,70793,29895,25116,14103,7099,0
26,20,80,282397,225708,29929,86188,10487,49015,16810,9983,0
26,20,80,1233066,697885,263587,50297,45241,101158,27743,34501,0
26,20,80,90080,32587,10918,11503,13495,13180,12308,4006,0
26,20,80,35993,7597,1930,11943,10371,6421,10925,7535,0
26,20,80,90801,12736,17345,21137,3741,19291,14924,4140,0
26,20,80,777419,218893,287254,92350,107595,84679,48103,56714,0
26,20,80,2867285,621238,149201,122936,91511,457007,283226,84914,0
26,20,80,14600,11485,2967,21792,4430,4776,11093,4798,0
26,20,80,116423,136023,32707,130523,52233,75866,4630,9093,0
26,20,80,146925,52932,115555,30838,8924,32408,26210,7018,0
26,20,80,425568,96401,2508,65102,15183,41554,25068,15810,0
26,20,80,11367,9552,3757,22825,937,6882,14365,1018,0
26,20,80,582089,156104,16464,159126,3795,27864,23455,15197,0
26,20,80,1556087,73535,57941,36249,16145,83486,53837,20702,0
26,20,80,771085,1439225,26545,115120,99689,68254,53245,27963,0
26,20,80,1264371,375559,50672,652201,71295,92159,109450,45373,0
26,20,80,160552,14426,13321,20995,11669,9791,5910,5736,0
26,20,80,173878,282793,28351,47435,17352,58648,14084,7913,0
26,20,80,1610961,1624944,59744,37523,45451,61387,22555,41236,0
26,20,80,366373,190640,14570,80040,10433,42850,21877,26104,0
26,20,80,84712,51728,21281,12037,1993,5872,4099,1298,0
26,20,80,106445,29766,5985,20093,9379,12809,13811,4369,0
26,20,80,140754,136392,15154,47306,11526,12608,8000,8549,0
26,20,80,629300,86485,29928,91395,28216,65348,45614,23972,0
26,20,80,314925,175961,23580,63084,14232,48351,5529,6945,0
26,20,80,368209,114662,16788,115432,3636,54978,9141,8646,0
26,20,80,780924,1148330,84489,80420,58676,106461,36495,20871,0
26,20,80,85647,34002,2380,12592,2119,9234,8664,7434,0
26,20,80,59181,51488,4501,18274,4192,6585,3137,1858,0
26,20,80,35675,7428,8410,14829,7763,9900,11410,6052,0
26,20,80,259042,85257,4350,30134,19054,18975,13957,6123,0
26,20,80,47250,5059,988,15464,7079,6926,10755,4752,0
26,20,80,15509,23973,4839,13728,4874,4098,3833,4395,0
26,20,80,734576,59185,5911,119703,5741,58457,6634,5068,0
26,20,80,797662,88398,7882,170582,9450,24963,12153,16833,0
26,20,80,408646,74374,43555,9022,10108,13845,13400,5021,0
26,20,80,363217,219151,37681,57133,27538,36974,21398,10683,0
26,20,80,950347,69917,12626,67992,16757,13824,7303,25324,0
26,20,80,337780,193331,25808,182828,5206,62465,4122,16665,0
26,20,80,548116,75779,71640,62966,15905,26667,10031,13579,0
26,20,80,117424,47013,846,35436,6244,8404,5041,4984,0
26,20,80,1183837,414228,175431,507542,56208,161695,8828,23760,0
26,20,80,1071491,920041,272541,310999,58248,196790,159420,23089,0
26,20,80,761048,76629,47186,14663,12676,12264,6164,5339,0
26,20,80,127091,15959,5106,14514,6245,10474,9207,3042,0
26,20,80,744236,67671,19912,60976,9033,42805,30503,10052,0
26,20,80,213624,117071,6429,84264,12430,78537,13241,6984,0
26,20,80,148814,78466,27756,39745,6993,8354,8762,11302,0
26,20,80,1570174,650444,88023,408097,82067,108871,141333,12815,0
26,20,80,606633,218403,27852,84559,10824,25517,9774,2487,0
26,20,80,220575,55800,386,17398,9569,4602,5717,3508,0
26,20,80,151254,53625,36778,13490,17190,17940,14755,7052,0
26,20,80,19648,8827,5593,21820,3201,10456,8478,2831,0
51,20,80,410304,137435,6573,43750,10812,14972,6446,4109,0
25,20,80,797197,252944,290210,566218,19362,197031,44212,30951,0
26,20,80,1859030,135607,18316,44914,49360,32681,38307,13537,0
26,20,80,20294,15736,858,20514,3182,8437,4370,3910,0
26,20,80,176065,37660,2149,18467,7358,7760,18404,6613,0
26,20,80,257688,301166,27176,106741,4711,64632,4116,4641,0
26,20,80,1314773,493391,22106,39039,16438,47999,29029,12525,0
26,20,80,1942921,975821,74055,97738,50344,46580,39879,28922,0
26,20,80,317082,184545,8095,115797,10637,81211,3533,3974,0
26,20,80,186327,129879,7256,52401,5171,46452,4026,3270,0
26,20,80,634559,189143,120947,51709,28283,18266,32325,22738,0
26,20,80,467455,777179,135805,55334,33824,63924,58724,27054,0
26,20,80,105259,18040,2316,24683,1090,8392,5188,2424,0
26,20,80,19578,71300,2856,19003,1288,10509,1149,943,0
26,20,80,237562,146797,2636,60560,2191,73104,9477,4889,0
26,20,80,930304,77579,40995,43817,28560,80958,35619,7639,0
26,20,80,95734,31354,3602,10166,5355,8559,7983,3420,0
26,20,80,1914717,1428247,199154,475745,56366,155122,10152,12894,0
26,20,80,75365,118138,24577,108233,1917,64880,3136,7657,0
26,20,80,107333,38200,10169,18761,11103,21001,13219,4176,0
26,20,80,17669,35315,924,17156,2519,19869,1766,848,0
26,20,80,11218,12215,10268,13941,9637,5754,7997,3030,0
26,20,80,606698,84772,11431,157473,4085,41954,5431,7994,0
26,20,80,1075419,93273,6521,111564,5283,19426,18002,10012,0
26,20,80,1151474,1272225,140836,114097,119122,51850,46590,30825,0
26,20,80,383304,116909,6245,104576,3576,51916,53610,7401,0
26,20,80,358127,101089,48592,119156,11011,39086,11134,4204,0
26,20,80,183165,37433,12540,144491,4006,41320,6284,6410,0
26,20,80,1827401,198002,5236,64332,11042,24088,34366,11058,0
26,20,80,372935,136480,23408,87572,6588,51232,4784,3916,0
26,20,80,40889,248209,7432,105381,2668,47134,13508,3706,0
26,20,80,400274,880341,25026,232184,6480,314347,10927,7754,0
26,20,80,548917,785335,116889,123126,42973,141914,30208,35214,0
26,20,80,107886,19259,10422,13161,7538,12236,15275,4075,0
26,20,80,74011,348242,47259,49141,3443,58431,6780,2001,0
26,20,80,45089,14605,23347,17247,10492,12785,12382,5604,0
26,20,80,350699,620029,76855,159371,19708,96053,71151,24704,0
26,20,80,90298,26883,4411,19188,3796,5767,4602,1828,0
26,20,80,1454391,181318,17414,60686,28112,35390,14092,7592,0
26,20,80,100065,195269,30704,65484,1675,70450,3160,2524,0
26,20,80,52386,21006,2483,18811,794,14777,19773,4755,0
26,20,80,28162,21614,6580,24764,581,18419,1617,2641,0
26,20,80,862906,173963,18587,63502,5516,25886,38355,2628,0
26,20,80,719418,224798,83208,57920,23709,32091,53529,6037,0
26,20,80,134597,18470,6411,12920,5565,14135,5430,2519,0
26,20,80,109528,7094,4367,13922,5453,19309,20268,4395,0
26,20,80,126467,6497,7944,32271,7969,8554,11036,4482,0
26,20,80,174732,143527,12567,62777,5584,67643,2843,1499,0
26,20,80,65940,13270,15129,19947,4424,3579,8659,3148,0
26,20,80,75873,32446,5275,14194,5513,9632,5846,7751,0
26,20,80,81838,113702,21963,118414,1592,87157,3591,5595,0
26,20,80,1570037,718442,164148,251756,20914,178353,22066,23769,0
26,20,80,78843,22420,9289,10235,6223,6649,7343,3935,0
26,20,80,103378,157383,34742,55537,24757,69366,3319,3488,0
26,20,80,191588,61834,19308,20497,5997,12168,16102,6621,0
26,20,80,512489,103888,15217,112811,8823,59721,9520,11837,0
26,20,80,1651985,1240873,18608,233087,83664,285870,10561,20819,0
26,20,80,818136,98280,6171,71661,9314,41319,3252,2456,0
26,20,80,356887,202693,26967,37627,15068,44340,7002,7744,0
26,20,80,510200,166616,15492,85211,25599,52462,50083,15929,0
26,20,80,135241,20576,9108,13470,3479,8127,11640,2414,0
26,20,80,361039,113575,31178,70765,14070,25070,19162,2772,0
26,20,80,52080,34171,10238,10229,2670,13606,1794,1369,0
26,20,80,59353,12899,303,25407,4279,13127,1896,4747,0
26,20,80,222164,174871,2773,158605,1276,77257,1788,4364,0
26,20,80,450625,112170,12683,94030,2476,54596,3656,6737,0
26,20,80,1221355,568220,68170,672985,4723,108034,48993,25474,0
26,20,80,164361,65211,4438,76359,5490,64769,1726,2733,0
26,20,80,208297,44675,11092,21174,9606,6463,15347,11198,0
26,20,80,530403,306576,15401,108145,13945,21109,17733,5186,0
26,20,80,258314,109321,46717,73488,12678,40210,11149,8735,0
26,20,80,32825,14804,12751,14184,682,10153,3278,1685,0
26,20,80,64234,11809,2978,10663,25558,9180,7580,3628,0
26,20,80,213421,57313,15238,64908,8728,76348,6672,3989,0
26,20,80,1192318,170319,16372,38939,8960,40142,33160,3112,0
26,20,80,167927,401658,30552,38988,5503,47850,3099,2039,0
26,20,80,580536,92419,10571,53010,9318,17620,9045,6524,0
26,20,80,809238,125242,125487,198196,106191,80825,23233,28605,0
26,20,80,79861,33826,5112,16291,3478,6105,8314,6680,0
26,20,80,558591,201367,10739,36528,14527,32264,9913,15037,0
26,20,80,119862,36894,5358,6895,15668,7387,8370,7106,0
26,20,80,148920,185452,74541,13741,6144,21309,8852,11808,0
26,20,80,799129,46358,31114,87188,42751,38893,32607,15081,0
26,20,80,23424,64200,7031,27178,1291,7579,1947,745,0
26,20,80,250817,154387,12716,102820,2646,77699,9138,9633,0
26,20,80,214757,900339,166389,106701,44262,43757,40497,13388,0
26,20,80,523305,312227,101296,73129,37952,32888,22098,11727,0
26,20,80,719233,226997,72394,63802,15335,21731,34539,24670,0
26,20,80,84907,271001,32683,86499,3165,94168,1577,4418,0
26,20,80,155859,109243,9124,11138,12129,14010,8219,8184,0
26,20,80,20489,6900,248,18933,4975,17485,15850,8375,0
26,20,80,19539,42394,6319,15804,6736,10738,1403,955,0
26,20,80,125271,22488,998,24564,2502,9982,2590,3975,0
26,20,80,108395,11595,7750,32375,4057,4633,3772,2175,0
26,20,80,124696,11595,15703,16173,16051,13227,14066,9383,0
26,20,80,630440,104223,164914,6800,39864,63181,35884,13102,0
26,20,80,459540,48560,3303,28085,7335,14775,12305,1145,0
26,20,80,343161,43869,13927,92215,23886,62569,31816,6280,0
26,20,80,970583,167881,17389,77605,13485,51300,5316,4618,0
26,20,80,95743,29842,6106,26559,8222,7344,17559,2021,0
26,20,80,614236,61264,22646,68535,9783,18997,14038,10890,0
26,20,80,86572,12866,4892,7995,7931,9409,12164,11912,0
26,20,80,1517781,645211,54524,86933,54097,56189,34524,27963,0
26,20,80,21920,31665,6455,12436,3421,6413,7491,3133,0
26,20,80,560221,65258,22491,77334,43316,32242,40051,25113,0
26,20,80,1171394,512727,121558,518722,81293,347429,7319,10298,0
26,20,80,116180,25882,9749,21691,4894,5390,3569,3800,0
26,20,80,246274,47045,2875,13440,10473,23925,14800,6548,0
26,20,80,263835,52407,32682,113310,9873,44226,6921,5371,0
26,20,80,405717,37104,39763,75252,5670,54820,6236,6257,0
26,20,80,242630,74640,7124,163271,4864,52504,4198,2907,0
26,20,80,123917,21192,2757,8787,20317,16640,15316,8098,0
26,20,80,126088,47169,19169,64163,10130,69401,4268,2702,0
26,20,80,43683,42163,3815,11484,1353,6394,3386,662,0
26,20,80,1961413,564055,109226,214997,54406,105859,77039,18442,0
26,20,80,915672,64901,21125,57817,9535,13621,24293,7064,0
26,20,80,352122,53190,78781,168666,22973,77081,12663,9628,0
26,20,80,499492,121092,40204,65358,3805,19224,16774,5681,0
26,20,80,12926,18218,4760,36269,620,13169,1329,2290,0
26,20,80,50746,7553,11016,8287,8833,12666,9221,4722,0
26,20,80,2036720,144065,38507,26853,20062,39202,58031,11922,0
26,20,80,14404,17614,4508,30926,2964,14702,2743,2359,0
